Fatura No;TARIH;STOK ADI;SATIS ADEDI;FIYAT;Kasiyer
F31938;04.03.2024;Yeşil Çay;14;45.68;Ayşe
F63438;16.03.2024;Yeşil Çay;12;144.58;Zeynep
F85784;04.03.2024;Yeşil Çay;10;157.32;Mehmet
F62726;22.03.2024;Yeşil Çay;6;131.33;Zeynep
F36884;01.03.2024;Yeşil Çay;7;94.9;Mehmet
F72368;11.03.2024;Yeşil Çay;8;114.38;Mehmet
F65079;27.03.2024;Yeşil Çay;8;61.32;Zeynep
F58597;04.03.2024;Yeşil Çay;10;45.2;Zeynep
F19676;23.03.2024;Yeşil Çay;14;153.91;Zeynep
F39092;16.03.2024;Yeşil Çay;9;61.96;Mehmet
F81262;16.03.2024;Yeşil Çay;14;123.67;Zeynep
F11503;09.03.2024;Yeşil Çay;11;97.88;Ayşe
F75093;06.03.2024;Yeşil Çay;10;178.74;Mehmet
F53172;26.03.2024;Yeşil Çay;13;53.98;Ayşe
F95217;06.03.2024;Sahlep;19;53.54;Mehmet
F41072;08.03.2024;Sahlep;13;167.35;Mehmet
F50360;06.03.2024;Sahlep;4;91.8;Ayşe
F72531;08.03.2024;Sahlep;13;116.24;Mehmet
F85660;26.03.2024;Sahlep;16;91.97;Mehmet
F72126;20.03.2024;Sahlep;13;111.41;Zeynep
F37741;14.03.2024;Sahlep;12;76.48;Ayşe
F10606;15.03.2024;Sahlep;18;173.35;Ayşe
F30643;13.03.2024;Sahlep;8;87.84;Mehmet
F28996;21.03.2024;Sahlep;19;97.5;Ayşe
F58332;09.03.2024;Sahlep;8;99.36;Ayşe
F54325;18.03.2024;Sahlep;7;141.99;Ayşe
F26542;28.03.2024;Limonata 1L;11;127.71;Mehmet
F25448;16.03.2024;Limonata 1L;9;161.18;Ayşe
F46542;25.03.2024;Limonata 1L;15;157.94;Ayşe
F51004;17.03.2024;Limonata 1L;14;125.77;Mehmet
F94468;11.03.2024;Limonata 1L;11;50.28;Ayşe
F18342;06.03.2024;Limonata 1L;18;77.28;Mehmet
F26314;28.03.2024;Limonata 1L;16;181.13;Ayşe
F85922;11.03.2024;Limonata 1L;24;148.98;Ayşe
F17227;07.03.2024;Limonata 1L;10;180.89;Zeynep
F15809;28.03.2024;Limonata 1L;15;171.17;Ayşe
F52653;04.03.2024;Limonata 1L;5;58.65;Ayşe
F85306;14.03.2024;Limonata 1L;5;50.16;Ayşe
F51249;13.03.2024;Limonata 1L;15;71.28;Zeynep
F26388;24.03.2024;Limonata 1L;20;94.4;Mehmet
F66736;25.03.2024;Limonata 1L;24;45.94;Zeynep
F33910;19.03.2024;Limonata 1L;18;58.37;Mehmet
F39572;03.03.2024;Limonata 1L;28;134.91;Zeynep
F52362;15.03.2024;Limonata 1L;18;89.0;Ayşe
F89172;03.03.2024;Ihlamur;2;57.56;Ayşe
F47378;16.03.2024;Ihlamur;5;89.39;Mehmet
F37278;02.03.2024;Ihlamur;3;166.7;Mehmet
F26493;09.03.2024;Ihlamur;5;159.04;Zeynep
F30046;28.03.2024;Ihlamur;4;183.89;Ayşe
F32536;19.03.2024;Ihlamur;5;58.03;Mehmet
F85072;15.03.2024;Ihlamur;4;165.46;Ayşe
F18031;13.03.2024;Ihlamur;7;186.4;Ayşe
F13914;10.03.2024;Ihlamur;9;136.68;Ayşe
F49142;06.03.2024;Ihlamur;4;103.38;Zeynep
F98000;04.03.2024;Ihlamur;8;168.85;Zeynep
F60924;12.03.2024;Ihlamur;5;108.4;Ayşe
F14849;16.03.2024;Ihlamur;3;80.96;Zeynep
F54042;01.03.2024;Ihlamur;1;186.85;Mehmet
F21761;01.03.2024;Ihlamur;3;78.83;Zeynep
F65876;22.03.2024;Ihlamur;5;96.33;Mehmet
F61560;23.03.2024;Ihlamur;4;73.51;Ayşe
F70368;11.03.2024;Ihlamur;6;160.25;Zeynep
F69857;01.03.2024;Ihlamur;5;132.09;Zeynep
F59489;19.03.2024;Ihlamur;5;51.32;Ayşe
F31967;06.03.2024;Ihlamur;1;76.57;Zeynep
F99268;28.03.2024;Ihlamur;3;68.72;Ayşe
F58439;18.03.2024;Ihlamur;1;96.49;Ayşe
F15621;12.03.2024;Ihlamur;2;87.84;Zeynep
F59171;18.03.2024;Cheesecake Dilim;15;127.15;Zeynep
F49445;18.03.2024;Cheesecake Dilim;21;53.72;Zeynep
F84903;22.03.2024;Cheesecake Dilim;27;117.68;Ayşe
F20083;13.03.2024;Cheesecake Dilim;19;136.33;Zeynep
F44064;27.03.2024;Cheesecake Dilim;35;100.84;Ayşe
F13037;02.03.2024;Cheesecake Dilim;28;100.34;Ayşe
F35548;24.03.2024;Cheesecake Dilim;9;123.28;Mehmet
F84796;20.03.2024;Cheesecake Dilim;13;74.71;Ayşe
F53990;03.03.2024;Cheesecake Dilim;8;51.8;Ayşe
F16462;15.03.2024;Cheesecake Dilim;15;88.69;Ayşe
F76302;28.03.2024;Cheesecake Dilim;18;180.78;Ayşe
F75968;17.03.2024;Cheesecake Dilim;26;101.46;Zeynep
F10502;07.03.2024;Cheesecake Dilim;14;184.84;Ayşe
F31514;07.03.2024;Cheesecake Dilim;15;163.07;Zeynep
F82468;01.03.2024;Cheesecake Dilim;15;56.99;Mehmet
F82800;25.03.2024;Cheesecake Dilim;23;53.34;Ayşe
F16128;05.03.2024;Cheesecake Dilim;27;70.24;Mehmet
F20048;19.03.2024;Cheesecake Dilim;22;128.95;Mehmet
F61835;21.03.2024;Cheesecake Dilim;28;127.11;Mehmet
F32265;02.03.2024;Cheesecake Dilim;18;180.41;Mehmet
F58793;15.03.2024;Cheesecake Dilim;6;102.83;Zeynep
F64469;03.03.2024;Cheesecake Dilim;34;165.79;Zeynep
F79181;24.03.2024;Cheesecake Dilim;7;140.42;Ayşe
F90009;06.03.2024;San Sebastian;13;65.12;Ayşe
F93613;25.03.2024;San Sebastian;4;71.27;Zeynep
F82755;21.03.2024;San Sebastian;16;118.87;Ayşe
F11922;17.03.2024;San Sebastian;11;145.6;Zeynep
F81639;04.03.2024;San Sebastian;20;155.09;Ayşe
F73192;05.03.2024;San Sebastian;19;137.18;Mehmet
F80994;26.03.2024;San Sebastian;9;159.57;Mehmet
F50289;06.03.2024;San Sebastian;17;84.99;Mehmet
F89490;15.03.2024;San Sebastian;12;109.76;Ayşe
F31301;22.03.2024;San Sebastian;15;97.44;Zeynep
F46863;23.03.2024;San Sebastian;15;172.26;Zeynep
F76381;13.03.2024;San Sebastian;19;83.55;Ayşe
F79215;14.03.2024;San Sebastian;15;47.73;Zeynep
F92217;10.03.2024;San Sebastian;4;136.83;Mehmet
F79554;01.03.2024;San Sebastian;21;149.87;Mehmet
F15348;25.03.2024;San Sebastian;18;119.7;Zeynep
F11175;09.03.2024;San Sebastian;12;74.75;Zeynep
F41875;23.03.2024;Brownie;16;182.15;Mehmet
F26772;21.03.2024;Brownie;6;111.77;Zeynep
F13320;21.03.2024;Brownie;8;151.98;Mehmet
F34130;03.03.2024;Brownie;7;77.49;Mehmet
F62509;28.03.2024;Brownie;1;175.24;Ayşe
F97356;27.03.2024;Brownie;4;159.46;Zeynep
F15097;18.03.2024;Brownie;22;146.22;Mehmet
F21083;16.03.2024;Brownie;12;121.0;Mehmet
F72958;04.03.2024;Brownie;16;160.23;Ayşe
F12463;09.03.2024;Brownie;13;91.16;Mehmet
F40099;11.03.2024;Brownie;9;91.1;Ayşe
F70698;28.03.2024;Brownie;15;103.95;Mehmet
F54450;01.03.2024;Brownie;9;107.14;Zeynep
F24344;27.03.2024;Brownie;18;157.08;Mehmet
F85163;20.04.2024;Türk Kahvesi 100g;26;132.33;Zeynep
F21728;25.04.2024;Türk Kahvesi 100g;17;51.65;Zeynep
F40161;13.04.2024;Türk Kahvesi 100g;40;126.0;Zeynep
F25291;08.04.2024;Türk Kahvesi 100g;31;155.75;Mehmet
F61016;21.04.2024;Türk Kahvesi 100g;1;102.5;Ayşe
F15941;04.04.2024;Türk Kahvesi 100g;18;147.01;Mehmet
F11215;20.04.2024;Türk Kahvesi 100g;13;159.43;Ayşe
F14107;08.04.2024;Türk Kahvesi 100g;8;178.56;Ayşe
F70379;10.04.2024;Türk Kahvesi 100g;19;146.75;Zeynep
F80590;03.04.2024;Türk Kahvesi 100g;24;173.8;Ayşe
F36808;02.04.2024;Türk Kahvesi 100g;35;120.17;Mehmet
F59455;02.04.2024;Türk Kahvesi 100g;40;113.12;Mehmet
F36547;02.04.2024;Türk Kahvesi 100g;38;50.52;Mehmet
F47925;11.04.2024;Türk Kahvesi 100g;13;117.79;Ayşe
F25882;25.04.2024;Türk Kahvesi 100g;12;68.19;Mehmet
F74919;07.04.2024;Türk Kahvesi 100g;13;134.81;Ayşe
F93022;10.04.2024;Türk Kahvesi 100g;30;187.32;Mehmet
F45965;28.04.2024;Türk Kahvesi 100g;26;114.96;Mehmet
F94934;01.04.2024;Türk Kahvesi 100g;14;72.09;Mehmet
F45525;05.04.2024;Türk Kahvesi 100g;20;118.16;Zeynep
F43364;17.04.2024;Türk Kahvesi 100g;34;55.21;Ayşe
F62400;26.04.2024;Türk Kahvesi 100g;29;159.33;Mehmet
F58480;16.04.2024;Filtre Kahve 250g;25;144.95;Zeynep
F48728;02.04.2024;Filtre Kahve 250g;6;111.52;Zeynep
F67055;22.04.2024;Filtre Kahve 250g;10;154.39;Mehmet
F76488;24.04.2024;Filtre Kahve 250g;9;53.46;Mehmet
F26859;11.04.2024;Filtre Kahve 250g;6;55.1;Ayşe
F92874;17.04.2024;Filtre Kahve 250g;17;68.5;Zeynep
F24678;24.04.2024;Filtre Kahve 250g;9;92.28;Ayşe
F22508;19.04.2024;Filtre Kahve 250g;13;82.02;Ayşe
F22793;03.04.2024;Filtre Kahve 250g;7;98.17;Zeynep
F77500;26.04.2024;Filtre Kahve 250g;15;177.36;Zeynep
F69829;26.04.2024;Filtre Kahve 250g;22;117.84;Zeynep
F44545;14.04.2024;Filtre Kahve 250g;18;81.93;Ayşe
F76672;08.04.2024;Filtre Kahve 250g;10;54.73;Ayşe
F21907;17.04.2024;Filtre Kahve 250g;12;166.98;Mehmet
F56562;21.04.2024;Filtre Kahve 250g;28;156.57;Mehmet
F97676;17.04.2024;Filtre Kahve 250g;20;133.35;Zeynep
F19387;21.04.2024;Filtre Kahve 250g;20;102.96;Mehmet
F33292;27.04.2024;Filtre Kahve 250g;18;170.08;Mehmet
F21746;19.04.2024;Filtre Kahve 250g;20;125.29;Ayşe
F96482;09.04.2024;Filtre Kahve 250g;18;88.11;Ayşe
F55176;20.04.2024;Sıcak Çikolata;26;99.71;Mehmet
F99275;16.04.2024;Sıcak Çikolata;33;77.48;Zeynep
F10482;02.04.2024;Sıcak Çikolata;19;52.47;Ayşe
F95091;02.04.2024;Sıcak Çikolata;18;46.25;Zeynep
F18279;15.04.2024;Sıcak Çikolata;20;141.58;Mehmet
F29033;16.04.2024;Sıcak Çikolata;16;102.12;Mehmet
F13770;13.04.2024;Sıcak Çikolata;1;189.38;Zeynep
F74659;08.04.2024;Sıcak Çikolata;5;82.25;Ayşe
F74650;04.04.2024;Sıcak Çikolata;22;76.15;Zeynep
F33028;26.04.2024;Sıcak Çikolata;28;70.13;Zeynep
F42195;25.04.2024;Sıcak Çikolata;14;164.76;Mehmet
F44760;23.04.2024;Sıcak Çikolata;22;56.63;Zeynep
F68566;25.04.2024;Sıcak Çikolata;24;120.0;Zeynep
F70698;23.04.2024;Sıcak Çikolata;19;169.87;Zeynep
F59017;15.04.2024;Sıcak Çikolata;5;152.68;Mehmet
F43451;11.04.2024;Sıcak Çikolata;10;81.95;Mehmet
F80131;02.04.2024;Sıcak Çikolata;23;139.25;Zeynep
F94145;25.04.2024;Sıcak Çikolata;11;97.45;Mehmet
F97443;22.04.2024;Sıcak Çikolata;26;80.64;Mehmet
F42964;09.04.2024;Sıcak Çikolata;20;147.34;Mehmet
F82328;21.04.2024;Yeşil Çay;12;66.17;Mehmet
F49427;26.04.2024;Yeşil Çay;12;186.21;Ayşe
F84289;27.04.2024;Yeşil Çay;9;148.42;Mehmet
F23124;01.04.2024;Yeşil Çay;18;116.51;Ayşe
F34501;22.04.2024;Yeşil Çay;4;98.18;Mehmet
F16544;19.04.2024;Yeşil Çay;11;83.9;Ayşe
F99694;12.04.2024;Yeşil Çay;18;83.82;Ayşe
F96168;17.04.2024;Yeşil Çay;1;113.77;Mehmet
F59725;17.04.2024;Yeşil Çay;18;98.93;Ayşe
F74050;17.04.2024;Yeşil Çay;15;99.1;Zeynep
F44597;11.04.2024;Yeşil Çay;14;160.45;Zeynep
F97544;10.04.2024;Yeşil Çay;9;140.23;Ayşe
F34892;04.04.2024;Sahlep;12;56.08;Zeynep
F30565;02.04.2024;Sahlep;21;185.53;Zeynep
F60241;02.04.2024;Sahlep;17;75.41;Zeynep
F72957;24.04.2024;Sahlep;7;143.49;Mehmet
F63154;06.04.2024;Sahlep;8;142.94;Mehmet
F21664;28.04.2024;Sahlep;13;147.9;Mehmet
F41100;04.04.2024;Sahlep;13;180.81;Mehmet
F90436;19.04.2024;Sahlep;17;162.12;Zeynep
F78816;15.04.2024;Sahlep;18;116.5;Zeynep
F82930;04.04.2024;Sahlep;15;48.06;Zeynep
F23888;05.04.2024;Sahlep;13;110.7;Zeynep
F27327;19.04.2024;Sahlep;8;135.05;Mehmet
F69411;26.04.2024;Sahlep;11;134.1;Mehmet
F70280;03.04.2024;Sahlep;12;170.38;Zeynep
F26044;26.04.2024;Limonata 1L;29;90.04;Zeynep
F27285;07.04.2024;Limonata 1L;15;123.21;Ayşe
F74576;23.04.2024;Limonata 1L;22;161.56;Mehmet
F53098;10.04.2024;Limonata 1L;12;135.13;Mehmet
F99358;19.04.2024;Limonata 1L;21;134.36;Ayşe
F22938;19.04.2024;Limonata 1L;14;72.42;Ayşe
F93022;25.04.2024;Limonata 1L;22;74.37;Mehmet
F34872;23.04.2024;Limonata 1L;20;53.59;Mehmet
F61895;16.04.2024;Limonata 1L;15;125.3;Mehmet
F26796;10.04.2024;Limonata 1L;12;64.2;Mehmet
F72964;27.04.2024;Limonata 1L;21;140.57;Mehmet
F68758;06.04.2024;Limonata 1L;9;143.27;Ayşe
F64349;11.04.2024;Limonata 1L;15;77.86;Mehmet
F76689;01.04.2024;Limonata 1L;12;134.18;Zeynep
F54074;08.04.2024;Limonata 1L;17;87.03;Ayşe
F87112;24.04.2024;Limonata 1L;14;48.65;Zeynep
F88517;16.04.2024;Limonata 1L;16;182.15;Ayşe
F33909;06.04.2024;Limonata 1L;15;170.21;Zeynep
F62012;24.04.2024;Limonata 1L;12;111.24;Zeynep
F46754;27.04.2024;Limonata 1L;4;128.64;Zeynep
F95113;03.04.2024;Limonata 1L;19;48.47;Zeynep
F16329;24.04.2024;Limonata 1L;11;70.26;Ayşe
F95338;05.04.2024;Limonata 1L;4;122.98;Ayşe
F33726;05.04.2024;Ihlamur;2;135.78;Mehmet
F37145;04.04.2024;Ihlamur;2;91.97;Ayşe
F33089;09.04.2024;Ihlamur;1;164.51;Mehmet
F79654;27.04.2024;Ihlamur;8;173.04;Mehmet
F71107;17.04.2024;Ihlamur;3;85.14;Zeynep
F58249;19.04.2024;Ihlamur;6;162.7;Ayşe
F36143;04.04.2024;Ihlamur;5;176.21;Mehmet
F73528;03.04.2024;Ihlamur;5;56.07;Mehmet
F37946;02.04.2024;Ihlamur;3;70.24;Zeynep
F18885;17.04.2024;Ihlamur;2;184.84;Ayşe
F56518;19.04.2024;Ihlamur;1;89.99;Zeynep
F48973;08.04.2024;Ihlamur;2;79.25;Mehmet
F35247;09.04.2024;Cheesecake Dilim;20;182.49;Ayşe
F26151;19.04.2024;Cheesecake Dilim;17;78.36;Zeynep
F65049;04.04.2024;Cheesecake Dilim;18;45.3;Mehmet
F67496;04.04.2024;Cheesecake Dilim;12;130.98;Mehmet
F76030;13.04.2024;Cheesecake Dilim;26;77.29;Zeynep
F12968;24.04.2024;Cheesecake Dilim;29;83.96;Zeynep
F32338;21.04.2024;Cheesecake Dilim;16;145.54;Ayşe
F33090;05.04.2024;Cheesecake Dilim;12;133.33;Zeynep
F48778;16.04.2024;Cheesecake Dilim;15;57.89;Zeynep
F11106;14.04.2024;Cheesecake Dilim;18;150.71;Zeynep
F51522;09.04.2024;Cheesecake Dilim;16;113.86;Mehmet
F32949;08.04.2024;Cheesecake Dilim;21;62.87;Mehmet
F38998;26.04.2024;Cheesecake Dilim;36;148.07;Mehmet
F62953;22.04.2024;Cheesecake Dilim;18;131.98;Ayşe
F39178;14.04.2024;Cheesecake Dilim;22;176.3;Mehmet
F24389;24.04.2024;Cheesecake Dilim;15;149.73;Ayşe
F13102;21.04.2024;Cheesecake Dilim;23;147.52;Mehmet
F90674;20.04.2024;Cheesecake Dilim;24;91.5;Ayşe
F13129;12.04.2024;Cheesecake Dilim;17;102.74;Mehmet
F18669;05.04.2024;San Sebastian;20;182.39;Ayşe
F31338;02.04.2024;San Sebastian;37;85.04;Zeynep
F65858;06.04.2024;San Sebastian;29;97.62;Ayşe
F89527;18.04.2024;San Sebastian;23;145.44;Ayşe
F71135;17.04.2024;San Sebastian;18;45.49;Ayşe
F50086;08.04.2024;San Sebastian;19;122.58;Ayşe
F52367;23.04.2024;San Sebastian;13;121.76;Ayşe
F87945;20.04.2024;San Sebastian;6;98.16;Mehmet
F74070;02.04.2024;San Sebastian;13;140.5;Ayşe
F37648;24.04.2024;San Sebastian;26;148.38;Zeynep
F73315;06.04.2024;San Sebastian;12;91.91;Mehmet
F82307;26.04.2024;San Sebastian;28;80.96;Mehmet
F83379;03.04.2024;San Sebastian;16;178.49;Mehmet
F99892;02.04.2024;San Sebastian;4;125.32;Mehmet
F13427;23.04.2024;San Sebastian;12;85.96;Zeynep
F73888;25.04.2024;San Sebastian;25;175.31;Zeynep
F39024;08.04.2024;San Sebastian;8;81.29;Zeynep
F63498;28.04.2024;San Sebastian;9;65.25;Ayşe
F64522;19.04.2024;San Sebastian;19;54.32;Zeynep
F25499;23.04.2024;San Sebastian;21;187.14;Zeynep
F42294;02.04.2024;San Sebastian;21;58.5;Mehmet
F72210;20.04.2024;San Sebastian;11;54.45;Mehmet
F61630;26.04.2024;San Sebastian;18;89.22;Zeynep
F10895;12.04.2024;Brownie;9;99.62;Ayşe
F76816;14.04.2024;Brownie;3;66.59;Zeynep
F40216;11.04.2024;Brownie;18;160.45;Ayşe
F66673;27.04.2024;Brownie;9;161.8;Ayşe
F27371;03.04.2024;Brownie;11;87.99;Mehmet
F46081;06.04.2024;Brownie;12;109.96;Zeynep
F74071;12.04.2024;Brownie;14;145.8;Ayşe
F69124;26.04.2024;Brownie;8;182.39;Mehmet
F86542;18.04.2024;Brownie;11;99.86;Ayşe
F23351;28.04.2024;Brownie;3;65.91;Zeynep
F54004;21.04.2024;Brownie;13;151.86;Zeynep
F65452;19.04.2024;Brownie;10;67.28;Ayşe
F95461;10.04.2024;Brownie;11;80.44;Mehmet
F32839;02.04.2024;Brownie;12;127.81;Mehmet
F91056;10.04.2024;Brownie;9;47.79;Zeynep
F14613;28.04.2024;Brownie;12;173.85;Ayşe
F78085;21.04.2024;Brownie;6;99.46;Zeynep
F78824;09.04.2024;Brownie;9;187.32;Zeynep
F18062;08.04.2024;Brownie;14;132.9;Zeynep
F88752;25.04.2024;Brownie;11;129.91;Mehmet
F57153;27.04.2024;Brownie;14;145.36;Ayşe
F26208;27.04.2024;Brownie;1;78.17;Zeynep
F53093;16.05.2024;Türk Kahvesi 100g;8;128.63;Mehmet
F97697;22.05.2024;Türk Kahvesi 100g;20;105.25;Ayşe
F77854;14.05.2024;Türk Kahvesi 100g;18;73.72;Zeynep
F14190;26.05.2024;Türk Kahvesi 100g;23;139.32;Ayşe
F49885;14.05.2024;Türk Kahvesi 100g;22;83.97;Zeynep
F20344;26.05.2024;Türk Kahvesi 100g;41;115.02;Mehmet
F74784;02.05.2024;Türk Kahvesi 100g;34;146.03;Mehmet
F42489;19.05.2024;Türk Kahvesi 100g;12;142.54;Zeynep
F93400;12.05.2024;Türk Kahvesi 100g;12;83.0;Ayşe
F22210;16.05.2024;Türk Kahvesi 100g;10;154.16;Mehmet
F21669;18.05.2024;Türk Kahvesi 100g;19;133.66;Ayşe
F79725;10.05.2024;Türk Kahvesi 100g;18;109.55;Ayşe
F82068;14.05.2024;Türk Kahvesi 100g;15;119.62;Ayşe
F34145;24.05.2024;Türk Kahvesi 100g;33;89.17;Mehmet
F46754;03.05.2024;Türk Kahvesi 100g;25;148.8;Ayşe
F45233;02.05.2024;Türk Kahvesi 100g;42;75.31;Mehmet
F81425;01.05.2024;Türk Kahvesi 100g;36;114.67;Zeynep
F74638;18.05.2024;Türk Kahvesi 100g;23;49.85;Mehmet
F47545;17.05.2024;Türk Kahvesi 100g;31;46.24;Zeynep
F22611;01.05.2024;Türk Kahvesi 100g;38;77.1;Zeynep
F72589;11.05.2024;Türk Kahvesi 100g;19;166.62;Mehmet
F20976;14.05.2024;Türk Kahvesi 100g;12;147.52;Mehmet
F18786;11.05.2024;Filtre Kahve 250g;13;85.15;Mehmet
F41263;16.05.2024;Filtre Kahve 250g;10;123.87;Ayşe
F85592;10.05.2024;Filtre Kahve 250g;6;141.61;Zeynep
F62136;02.05.2024;Filtre Kahve 250g;22;150.63;Mehmet
F79625;21.05.2024;Filtre Kahve 250g;12;120.76;Zeynep
F63257;19.05.2024;Filtre Kahve 250g;11;172.1;Mehmet
F38674;10.05.2024;Filtre Kahve 250g;19;80.41;Ayşe
F64880;24.05.2024;Filtre Kahve 250g;12;109.4;Zeynep
F79574;16.05.2024;Filtre Kahve 250g;16;127.12;Mehmet
F87891;04.05.2024;Filtre Kahve 250g;7;141.06;Zeynep
F96031;11.05.2024;Filtre Kahve 250g;17;106.82;Zeynep
F53562;02.05.2024;Filtre Kahve 250g;8;188.7;Zeynep
F26025;02.05.2024;Filtre Kahve 250g;7;76.87;Mehmet
F24732;12.05.2024;Filtre Kahve 250g;6;160.37;Zeynep
F40567;07.05.2024;Filtre Kahve 250g;12;129.72;Ayşe
F13677;13.05.2024;Filtre Kahve 250g;18;87.42;Zeynep
F27693;14.05.2024;Sıcak Çikolata;5;143.31;Zeynep
F40952;10.05.2024;Sıcak Çikolata;13;97.24;Ayşe
F13221;28.05.2024;Sıcak Çikolata;23;101.85;Zeynep
F13249;06.05.2024;Sıcak Çikolata;22;78.4;Mehmet
F37304;06.05.2024;Sıcak Çikolata;12;67.73;Mehmet
F26779;10.05.2024;Sıcak Çikolata;6;83.04;Ayşe
F56625;24.05.2024;Sıcak Çikolata;19;111.31;Zeynep
F90836;14.05.2024;Sıcak Çikolata;23;168.68;Ayşe
F85195;27.05.2024;Sıcak Çikolata;17;101.84;Mehmet
F12286;13.05.2024;Sıcak Çikolata;26;58.19;Mehmet
F54968;21.05.2024;Sıcak Çikolata;18;68.45;Zeynep
F32118;17.05.2024;Sıcak Çikolata;14;123.03;Ayşe
F86957;02.05.2024;Sıcak Çikolata;17;99.25;Ayşe
F46318;18.05.2024;Sıcak Çikolata;28;75.24;Zeynep
F85279;20.05.2024;Sıcak Çikolata;17;114.56;Mehmet
F75055;13.05.2024;Sıcak Çikolata;11;166.36;Mehmet
F74618;12.05.2024;Yeşil Çay;12;163.75;Zeynep
F44483;21.05.2024;Yeşil Çay;11;121.07;Ayşe
F91396;01.05.2024;Yeşil Çay;16;97.44;Mehmet
F10070;23.05.2024;Yeşil Çay;1;75.28;Ayşe
F71823;17.05.2024;Yeşil Çay;4;49.58;Zeynep
F95487;03.05.2024;Yeşil Çay;6;150.65;Ayşe
F91505;08.05.2024;Yeşil Çay;13;143.61;Zeynep
F12276;22.05.2024;Yeşil Çay;7;76.8;Mehmet
F57079;13.05.2024;Yeşil Çay;15;47.39;Mehmet
F33649;08.05.2024;Yeşil Çay;3;91.07;Zeynep
F69228;20.05.2024;Yeşil Çay;15;152.24;Mehmet
F30410;26.05.2024;Yeşil Çay;4;152.79;Mehmet
F13010;25.05.2024;Sahlep;7;131.61;Zeynep
F75550;24.05.2024;Sahlep;18;141.54;Ayşe
F74190;10.05.2024;Sahlep;16;132.12;Mehmet
F13401;21.05.2024;Sahlep;27;151.99;Mehmet
F90050;01.05.2024;Sahlep;11;160.49;Zeynep
F89089;19.05.2024;Sahlep;10;93.0;Zeynep
F35506;23.05.2024;Sahlep;8;181.24;Ayşe
F55860;22.05.2024;Sahlep;18;175.16;Ayşe
F45494;09.05.2024;Sahlep;10;54.3;Mehmet
F39797;10.05.2024;Sahlep;15;160.55;Zeynep
F10801;11.05.2024;Sahlep;12;167.53;Mehmet
F91623;17.05.2024;Sahlep;7;66.38;Ayşe
F40977;06.05.2024;Sahlep;9;186.26;Zeynep
F90490;08.05.2024;Sahlep;21;63.07;Zeynep
F16740;22.05.2024;Sahlep;10;165.09;Mehmet
F72105;13.05.2024;Sahlep;12;161.88;Mehmet
F98677;13.05.2024;Sahlep;18;106.46;Mehmet
F69580;17.05.2024;Limonata 1L;26;151.61;Mehmet
F64696;05.05.2024;Limonata 1L;36;70.46;Zeynep
F98820;04.05.2024;Limonata 1L;23;105.93;Ayşe
F33806;12.05.2024;Limonata 1L;9;52.71;Zeynep
F32827;13.05.2024;Limonata 1L;8;48.93;Ayşe
F50526;08.05.2024;Limonata 1L;15;138.96;Mehmet
F88812;07.05.2024;Limonata 1L;9;167.72;Zeynep
F90761;19.05.2024;Limonata 1L;30;170.05;Mehmet
F65015;23.05.2024;Limonata 1L;20;58.15;Zeynep
F47365;15.05.2024;Limonata 1L;8;82.26;Ayşe
F66949;25.05.2024;Limonata 1L;8;124.19;Mehmet
F75116;21.05.2024;Limonata 1L;14;164.39;Ayşe
F32365;12.05.2024;Limonata 1L;14;105.58;Zeynep
F72935;14.05.2024;Limonata 1L;13;73.19;Zeynep
F28865;01.05.2024;Limonata 1L;15;114.99;Mehmet
F30945;18.05.2024;Limonata 1L;15;57.74;Ayşe
F89069;24.05.2024;Limonata 1L;23;74.16;Mehmet
F90074;05.05.2024;Limonata 1L;30;116.25;Zeynep
F87249;15.05.2024;Limonata 1L;14;184.4;Mehmet
F49948;24.05.2024;Limonata 1L;21;173.4;Zeynep
F19925;17.05.2024;Limonata 1L;10;109.81;Mehmet
F77086;15.05.2024;Limonata 1L;15;91.85;Ayşe
F62035;02.05.2024;Ihlamur;1;122.69;Ayşe
F14227;28.05.2024;Ihlamur;4;124.0;Ayşe
F28995;09.05.2024;Ihlamur;4;76.83;Zeynep
F66685;14.05.2024;Ihlamur;5;62.49;Zeynep
F80376;23.05.2024;Ihlamur;1;116.28;Ayşe
F95152;06.05.2024;Ihlamur;6;115.91;Zeynep
F70322;21.05.2024;Ihlamur;1;146.64;Zeynep
F44118;13.05.2024;Ihlamur;4;117.28;Zeynep
F49572;12.05.2024;Ihlamur;4;91.25;Zeynep
F49691;25.05.2024;Ihlamur;1;141.08;Zeynep
F52747;27.05.2024;Ihlamur;4;58.29;Mehmet
F40705;27.05.2024;Ihlamur;5;152.34;Mehmet
F99907;26.05.2024;Ihlamur;4;162.87;Zeynep
F25291;23.05.2024;Ihlamur;3;83.03;Ayşe
F83759;11.05.2024;Ihlamur;5;157.78;Zeynep
F32488;22.05.2024;Cheesecake Dilim;31;180.49;Mehmet
F35007;21.05.2024;Cheesecake Dilim;20;166.09;Ayşe
F77043;10.05.2024;Cheesecake Dilim;21;144.58;Zeynep
F49058;17.05.2024;Cheesecake Dilim;21;122.02;Mehmet
F86877;02.05.2024;Cheesecake Dilim;22;145.23;Zeynep
F45380;09.05.2024;Cheesecake Dilim;37;93.69;Ayşe
F28637;26.05.2024;Cheesecake Dilim;25;105.72;Mehmet
F44632;25.05.2024;Cheesecake Dilim;19;84.45;Mehmet
F58263;26.05.2024;Cheesecake Dilim;23;151.92;Ayşe
